,Type,Date,Num,Memo,Name,Item,Qty,U/M,Sales Price,Amount,Balance
,Invoice,1/8/2021,16162,,FCS - Foshan City State Essence,11486,1,,310,310,418220
,Invoice,1/8/2021,16162,,FCS - Foshan City State Essence,11489,1,,310,310,418530
,Invoice,1/8/2021,16162,,FCS - Foshan City State Essence,11368,1,,600,600,419130
,Invoice,1/8/2021,16162,,FCS - Foshan City State Essence,11369,1,,600,600,419730
,Invoice,1/8/2021,16162,,FCS - Foshan City State Essence,11519,1,,425,425,420155
,Invoice,1/8/2021,16162,,FCS - Foshan City State Essence,11523,1,,425,425,420580
,Invoice,1/8/2021,16162,,FCS - Foshan City State Essence,11528,1,,425,425,421005
,Invoice,1/8/2021,16162,,FCS - Foshan City State Essence,11587,1,,425,425,421430
,Invoice,1/8/2021,16162,,FCS - Foshan City State Essence,11858,1,,425,425,421855
,Invoice,1/8/2021,16162,,FCS - Foshan City State Essence,11895,1,,425,425,422280
,Invoice,1/8/2021,16162,,FCS - Foshan City State Essence,11897,1,,425,425,422705
,Invoice,1/8/2021,16162,W/FIN,FCS - Foshan City State Essence,11496,1,,225,225,422930
,Invoice,1/8/2021,16162,NO HARD DRIVE W/FIN,FCS - Foshan City State Essence,11684,1,,950,950,423880
,Invoice,1/8/2021,16162,W/FIN,FCS - Foshan City State Essence,11784,1,,950,950,424830
,Invoice,1/8/2021,16162,W/FIN,FCS - Foshan City State Essence,11898,1,,950,950,425780
,Invoice,1/8/2021,16162,LOADING,FCS - Foshan City State Essence,LOADING,1,,1300,1300,427080
,Invoice,1/8/2021,16162,FREIGHT,FCS - Foshan City State Essence,FREIGHT,1,,3080,3080,430160
,Invoice,1/8/2021,16162,,FCS - Foshan City State Essence,11847,1,,310,310,430470
,Invoice,1/8/2021,16162,S/N C267Q610707 FINISHER W9003,FCS - Foshan City State Essence,SAVIN,1,,0,0,430470
,Invoice,1/8/2021,16162,S/N C267Q712019 FINISHER W/9003,FCS - Foshan City State Essence,SAVIN,1,,0,0,430470
,Invoice,1/8/2021,16162,S/N C267Q711048 FINISHER W/9003,FCS - Foshan City State Essence,SAVIN,1,,0,0,430470
,Invoice,1/8/2021,16162,W/MX904,FCS - Foshan City State Essence,SHARP,1,,0,0,430470
,Invoice,1/8/2021,16162,FINISHER W/MX904,FCS - Foshan City State Essence,SHARP,1,,0,0,430470
,Invoice,1/8/2021,16162,W/MXM1054,FCS - Foshan City State Essence,SHARP,1,,0,0,430470
,Invoice,1/8/2021,16162,FINISHER W/MXM1054,FCS - Foshan City State Essence,SHARP,1,,0,0,430470
,Invoice,1/8/2021,16162,,FCS - Foshan City State Essence,11894,1,,310,310,430780
,Credit Memo,1/12/2021,16173,Credit wire fee from 1/11/21 payment (applied to #16162),FCS - Foshan City State Essence,CREDIT,-1,,15,-15,430765
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11599,1,,400,400,431165
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,10712,1,,50,50,431215
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,10713,1,,50,50,431265
,Invoice,1/14/2021,16178,W/FS531 11241,FCS - Foshan City State Essence,11240,1,,7000,7000,438265
,Invoice,1/14/2021,16178,FINISHER W/11240,FCS - Foshan City State Essence,11241,1,,0,0,438265
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,10711,1,,50,50,438315
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11753,1,,50,50,438365
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11949,1,,50,50,438415
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12010,1,,75,75,438490
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11970,1,,250,250,438740
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11972,1,,250,250,438990
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11975,1,,250,250,439240
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11976,1,,250,250,439490
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11978,1,,250,250,439740
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11980,1,,250,250,439990
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11984,1,,250,250,440240
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11989,1,,250,250,440490
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11997,1,,250,250,440740
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11998,1,,250,250,440990
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12004,1,,250,250,441240
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12011,1,,250,250,441490
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12014,1,,250,250,441740
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12024,1,,250,250,441990
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12029,1,,250,250,442240
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11964,1,,250,250,442490
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11982,1,,250,250,442740
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11988,1,,250,250,442990
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12032,1,,250,250,443240
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11974,1,,450,450,443690
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11996,1,,450,450,444140
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12031,1,,450,450,444590
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11990,1,,450,450,445040
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11995,1,,450,450,445490
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12005,1,,450,450,445940
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12030,1,,450,450,446390
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11973,1,,500,500,446890
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11983,1,,500,500,447390
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11993,1,,500,500,447890
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12020,1,,500,500,448390
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12022,1,,500,500,448890
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12027,1,,500,500,449390
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11992,1,,1600,1600,450990
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12025,1,,450,450,451440
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12037,1,,450,450,451890
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11969,1,,500,500,452390
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11977,1,,500,500,452890
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11999,1,,500,500,453390
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12006,1,,500,500,453890
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12021,1,,500,500,454390
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12036,1,,500,500,454890
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11966,1,,250,250,455140
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11985,1,,250,250,455390
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11986,1,,250,250,455640
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11991,1,,250,250,455890
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12026,1,,250,250,456140
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12016,1,,250,250,456390
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12034,1,,450,450,456840
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,10804,1,,250,250,457090
,Invoice,1/14/2021,16178,NO HD,FCS - Foshan City State Essence,11213,1,,150,150,457240
,Invoice,1/14/2021,16178,NO HD,FCS - Foshan City State Essence,11214,1,,150,150,457390
,Invoice,1/14/2021,16178,NO HD,FCS - Foshan City State Essence,11215,1,,150,150,457540
,Invoice,1/14/2021,16178,NO HD,FCS - Foshan City State Essence,11216,1,,150,150,457690
,Invoice,1/14/2021,16178,NO HD,FCS - Foshan City State Essence,11217,1,,150,150,457840
,Invoice,1/14/2021,16178,NO HD,FCS - Foshan City State Essence,11231,1,,150,150,457990
,Invoice,1/14/2021,16178,NO HD,FCS - Foshan City State Essence,11235,1,,150,150,458140
,Invoice,1/14/2021,16178,NO HD,FCS - Foshan City State Essence,11236,1,,150,150,458290
,Invoice,1/14/2021,16178,NO HD,FCS - Foshan City State Essence,11237,1,,150,150,458440
,Invoice,1/14/2021,16178,NO HD,FCS - Foshan City State Essence,11239,1,,150,150,458590
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12003,1,,680,680,459270
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12007,1,,680,680,459950
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,12028,1,,680,680,460630
,Invoice,1/14/2021,16178,"W/S3 11255, RT5100 11257, STOCKER 11256",FCS - Foshan City State Essence,11254,1,,2500,2500,463130
,Invoice,1/14/2021,16178,BUFFER UNIT W/11254,FCS - Foshan City State Essence,11255,1,,0,0,463130
,Invoice,1/14/2021,16178,STOCKER W/11254,FCS - Foshan City State Essence,11256,1,,0,0,463130
,Invoice,1/14/2021,16178,LCT W/11254,FCS - Foshan City State Essence,11257,1,,0,0,463130
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11946,1,,450,450,463580
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11945,1,,450,450,464030
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11942,1,,1600,1600,465630
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11944,1,,1600,1600,467230
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11934,1,,1600,1600,468830
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11943,1,,1600,1600,470430
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11643,1,,2600,2600,473030
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11695,1,,75,75,473105
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11903,1,,75,75,473180
,Invoice,1/14/2021,16178,,FCS - Foshan City State Essence,11948,1,,450,450,473630
,Invoice,1/14/2021,16178,"OHCF LCT, EXI FIERY/FINISHER",FCS - Foshan City State Essence,XEROX,1,,5000,5000,478630
,Invoice,1/14/2021,16178,LOADING,FCS - Foshan City State Essence,LOADING,1,,1300,1300,479930
,Invoice,1/14/2021,16178,FREIGHT,FCS - Foshan City State Essence,FREIGHT,1,,3080,3080,483010
,Invoice,1/14/2021,16178,FIERY,FCS - Foshan City State Essence,KONICA MINOLTA,1,,0,0,483010
,Invoice,1/14/2021,16178,FINISHER,FCS - Foshan City State Essence,SHARP,1,,0,0,483010
,Invoice,1/14/2021,16178,OTHER,FCS - Foshan City State Essence,SHARP,1,,0,0,483010
,Invoice,1/14/2021,16178,FINISHER,FCS - Foshan City State Essence,RICOH,1,,0,0,483010
,Invoice,1/14/2021,16178,FINISHER,FCS - Foshan City State Essence,RICOH,1,,0,0,483010
,Invoice,1/14/2021,16178,FINISHER,FCS - Foshan City State Essence,RICOH,1,,0,0,483010
,Invoice,1/14/2021,16178,FINISHER,FCS - Foshan City State Essence,RICOH,1,,0,0,483010
,Invoice,1/14/2021,16178,FINISHER,FCS - Foshan City State Essence,RICOH,1,,0,0,483010
,Credit Memo,1/15/2021,16181,Credit wire fee from 1/15/21 payment (applied to #16178),FCS - Foshan City State Essence,CREDIT,-1,,15,-15,482995
,Credit Memo,1/19/2021,16191,Credit wire fee from 1/19/2021 payment (applied to #16178),FCS - Foshan City State Essence,CREDIT,-1,,15,-15,482980
,Invoice,1/29/2021,16200,4 CASS/DF,FCS - Foshan City State Essence,11950,1,,800,800,483780
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,11677,1,,150,150,483930
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,11089,1,,50,50,483980
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,11769,1,,50,50,484030
,Invoice,1/29/2021,16200, --CHINA,FCS - Foshan City State Essence,4313,1,,50,50,484080
,Invoice,1/29/2021,16200,3 CASS/DF/INN FIN,FCS - Foshan City State Essence,11959,1,,250,250,484330
,Invoice,1/29/2021,16200,FRONT DOOR MISSING,FCS - Foshan City State Essence,12000,1,,450,450,484780
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,12009,1,,450,450,485230
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,12023,1,,1700,1700,486930
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,9286,1,,200,200,487130
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,11968,1,,150,150,487280
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,11962,1,,250,250,487530
,Invoice,1/29/2021,16200,NO HD,FCS - Foshan City State Essence,11218,1,,150,150,487680
,Invoice,1/29/2021,16200,NO HD,FCS - Foshan City State Essence,11219,1,,150,150,487830
,Invoice,1/29/2021,16200,NO HD,FCS - Foshan City State Essence,11234,1,,150,150,487980
,Invoice,1/29/2021,16200,NO HD,FCS - Foshan City State Essence,11238,1,,150,150,488130
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,11981,1,,330,330,488460
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,12002,1,,330,330,488790
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,10740,1,,50,50,488840
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,11664,1,,50,50,488890
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,11713,1,,50,50,488940
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,11941,1,,450,450,489390
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,11938,1,,1600,1600,490990
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,11193,1,,50,50,491040
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,9766,1,,50,50,491090
,Invoice,1/29/2021,16200,4 CASS/DF,FCS - Foshan City State Essence,11952,1,,350,350,491440
,Invoice,1/29/2021,16200,4 CASS/DF,FCS - Foshan City State Essence,11953,1,,350,350,491790
,Invoice,1/29/2021,16200,4 CASS/DF W/MXPN12B 11955,FCS - Foshan City State Essence,11956,1,,350,350,492140
,Invoice,1/29/2021,16200,FINISHER W/11956,FCS - Foshan City State Essence,11955,1,,0,0,492140
,Invoice,1/29/2021,16200,3 CASS/DF,FCS - Foshan City State Essence,11954,1,,200,200,492340
,Invoice,1/29/2021,16200,"W/MXRB15 11821, SMARTPUNCH PRO 11822, MXRB13 11823, MXFD19 11824, MXFN21 11825, MXST10 11826, MX...",FCS - Foshan City State Essence,11820,1,,500,500,492840
,Invoice,1/29/2021,16200,CURL UNIT W/11820,FCS - Foshan City State Essence,11821,1,,0,0,492840
,Invoice,1/29/2021,16200,W/11820,FCS - Foshan City State Essence,11822,1,,0,0,492840
,Invoice,1/29/2021,16200,RELAY  UNIT W/11820,FCS - Foshan City State Essence,11823,1,,0,0,492840
,Invoice,1/29/2021,16200,FOLDING UNIT W/11820,FCS - Foshan City State Essence,11824,1,,0,0,492840
,Invoice,1/29/2021,16200,FINISHER W/11820,FCS - Foshan City State Essence,11825,1,,0,0,492840
,Invoice,1/29/2021,16200,W/11820,FCS - Foshan City State Essence,11826,1,,0,0,492840
,Invoice,1/29/2021,16200,FIERY W/11820,FCS - Foshan City State Essence,11827,1,,0,0,492840
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,11633,1,,75,75,492915
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,11186,1,,150,150,493065
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,10929,1,,100,100,493165
,Invoice,1/29/2021,16200,"C-313 CONTROLLER, EFI BUNDLE, 22"" FACI+CPS=+IMP+JM, PF707 SUCTION FEEDER, FD503 MULTIFOLDING UNI...",FCS - Foshan City State Essence,KONICA MINOLTA,1,,9500,9500,502665
,Invoice,1/29/2021,16200,S/N CN49N9HOOW,FCS - Foshan City State Essence,HP,1,,1500,1500,504165
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,CANON,1,,300,300,504465
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,CANON,1,,200,200,504665
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,CANON,1,,300,300,504965
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,75,75,505040
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,75,75,505115
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,75,75,505190
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,100,100,505290
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,100,100,505390
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,100,100,505490
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,100,100,505590
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,100,100,505690
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,COPYSTAR,1,,50,50,505740
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,KYOCERA,1,,75,75,505815
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,KYOCERA,1,,50,50,505865
,Invoice,1/29/2021,16200,S/N G145R500270,FCS - Foshan City State Essence,SAVIN,1,,250,250,506115
,Invoice,1/29/2021,16200,S/N G145R800332,FCS - Foshan City State Essence,SAVIN,1,,250,250,506365
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,8364,1,,450,450,506815
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,RICOH,1,,250,250,507065
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,RICOH,1,,450,450,507515
,Invoice,1/29/2021,16200,S/N G175R430092,FCS - Foshan City State Essence,SAVIN,1,,450,450,507965
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,RICOH,1,,450,450,508415
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,100,100,508515
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,100,100,508615
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,100,100,508715
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,100,100,508815
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,RICOH,1,,250,250,509065
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,RICOH,1,,500,500,509565
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,11987,1,,500,500,510065
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,75,75,510140
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,100,100,510240
,Invoice,1/29/2021,16200,LOADING,FCS - Foshan City State Essence,LOADING,1,,1300,1300,511540
,Invoice,1/29/2021,16200,FREIGHT,FCS - Foshan City State Essence,FREIGHT,1,,3080,3080,514620
,Credit Memo,1/29/2021,16208,Credit wire fee from 1/29/2021 payment (applied to #16202),FCS - Foshan City State Essence,CREDIT,-1,,15,-15,514605
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,12151,1,,750,750,515355
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,10998,1,,250,250,515605
,Invoice,1/29/2021,16200,FINISHER,FCS - Foshan City State Essence,RICOH,1,,0,0,515605
,Invoice,1/29/2021,16200,NO HD,FCS - Foshan City State Essence,11200,1,,150,150,515755
,Invoice,1/29/2021,16200,NO HD,FCS - Foshan City State Essence,11321,1,,150,150,515905
,Invoice,1/29/2021,16200,NO HD,FCS - Foshan City State Essence,11339,1,,150,150,516055
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,100,100,516155
,Invoice,1/29/2021,16200,CN21V7K021,FCS - Foshan City State Essence,HP,1,,1500,1500,517655
,Invoice,1/29/2021,16200,G175R830477,FCS - Foshan City State Essence,SAVIN,1,,450,450,518105
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,KYOCERA,1,,50,50,518155
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,KYOCERA,1,,50,50,518205
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,11971,1,,250,250,518455
,Invoice,1/29/2021,16200,4 ROLLS,FCS - Foshan City State Essence,KIP,1,,5500,5500,523955
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,KYOCERA,1,,50,50,524005
,Invoice,1/29/2021,16200,S/N W865L000150,FCS - Foshan City State Essence,SAVIN,1,,1700,1700,525705
,Invoice,1/29/2021,16200,,FCS - Foshan City State Essence,SHARP,1,,100,100,525805
,Invoice,2/3/2021,16215,W/FINISHER,FCS - Foshan City State Essence,12300,1,,1800,1800,527605
,Invoice,2/3/2021,16215,W/FINISHER,FCS - Foshan City State Essence,12297,1,,1800,1800,529405
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12206,1,,300,300,529705
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12265,1,,300,300,530005
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12264,1,,1250,1250,531255
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12102,1,,1600,1600,532855
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12258,1,,1500,1500,534355
,Invoice,2/3/2021,16215,W/LU411 12059,FCS - Foshan City State Essence,12058,1,,2000,2000,536355
,Invoice,2/3/2021,16215,LCT W/12058,FCS - Foshan City State Essence,12059,1,,0,0,536355
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12061,1,,750,750,537105
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12358,1,,750,750,537855
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12208,1,,150,150,538005
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12154,1,,150,150,538155
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,10390,1,,50,50,538205
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,11164,1,,50,50,538255
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12223,1,,1700,1700,539955
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12256,1,,1700,1700,541655
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12224,1,,450,450,542105
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12247,1,,325,325,542430
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12146,1,,1700,1700,544130
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12156,1,,1700,1700,545830
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,11741,1,,150,150,545980
,Invoice,2/3/2021,16215,NO HD,FCS - Foshan City State Essence,11322,1,,150,150,546130
,Invoice,2/3/2021,16215,NO HD,FCS - Foshan City State Essence,11324,1,,150,150,546280
,Invoice,2/3/2021,16215,NO HD,FCS - Foshan City State Essence,11329,1,,150,150,546430
,Invoice,2/3/2021,16215,W/SR5050 12044,FCS - Foshan City State Essence,12043,1,,2500,2500,548930
,Invoice,2/3/2021,16215,FINISHER W/12043,FCS - Foshan City State Essence,12044,1,,0,0,548930
,Invoice,2/3/2021,16215,W/SR5050 12048,FCS - Foshan City State Essence,12047,1,,2500,2500,551430
,Invoice,2/3/2021,16215,FINISHER W/12047,FCS - Foshan City State Essence,12048,1,,0,0,551430
,Invoice,2/3/2021,16215,W/SR5050 12053,FCS - Foshan City State Essence,12052,1,,2500,2500,553930
,Invoice,2/3/2021,16215,FINISHER W/12052,FCS - Foshan City State Essence,12053,1,,0,0,553930
,Invoice,2/3/2021,16215,W/SR5050 12069,FCS - Foshan City State Essence,12068,1,,2500,2500,556430
,Invoice,2/3/2021,16215,FINISHER W/12068,FCS - Foshan City State Essence,12069,1,,0,0,556430
,Invoice,2/3/2021,16215,W/SR5050 12046,FCS - Foshan City State Essence,12045,1,,2500,2500,558930
,Invoice,2/3/2021,16215,FINISHER W/12045,FCS - Foshan City State Essence,12046,1,,0,0,558930
,Invoice,2/3/2021,16215,W/FIN/LCT,FCS - Foshan City State Essence,12042,1,,2800,2800,561730
,Invoice,2/3/2021,16215,FINISHER,FCS - Foshan City State Essence,RICOH,1,,0,0,561730
,Invoice,2/3/2021,16215,LCT,FCS - Foshan City State Essence,RICOH,1,,0,0,561730
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12231,1,,1150,1150,562880
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12238,1,,1150,1150,564030
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12239,1,,1150,1150,565180
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12240,1,,1150,1150,566330
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12241,1,,1150,1150,567480
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12269,1,,1150,1150,568630
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12270,1,,1150,1150,569780
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12334,1,,325,325,570105
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12136,1,,200,200,570305
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12157,1,,1700,1700,572005
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12159,1,,1700,1700,573705
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12268,1,,1700,1700,575405
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12357,1,,1700,1700,577105
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12333,1,,250,250,577355
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,12244,1,,350,350,577705
,Invoice,2/3/2021,16215,LOADING W/IPPC WOOD,FCS - Foshan City State Essence,LOADING,1,,1300,1300,579005
,Invoice,2/3/2021,16215,FREIGHT,FCS - Foshan City State Essence,FREIGHT,1,,3080,3080,582085
,Credit Memo,2/3/2021,16223,Credit wire fee from 2/3/2021 payment (applied to #16215),FCS - Foshan City State Essence,CREDIT,-1,,15,-15,582070
,Invoice,2/3/2021,16215,FINISHER,FCS - Foshan City State Essence,CANON,1,,0,0,582070
,Invoice,2/3/2021,16215,FINISHER,FCS - Foshan City State Essence,CANON,1,,0,0,582070
,Invoice,2/3/2021,16215,FINISHER,FCS - Foshan City State Essence,CANON,1,,0,0,582070
,Invoice,2/3/2021,16215,FINISHER W/12102,FCS - Foshan City State Essence,12103,1,,0,0,582070
,Invoice,2/3/2021,16215,W/12058,FCS - Foshan City State Essence,12060,1,,0,0,582070
,Invoice,2/3/2021,16215,FINISHER,FCS - Foshan City State Essence,10576,1,,0,0,582070
,Invoice,2/3/2021,16215,S/N W864L600622,FCS - Foshan City State Essence,SAVIN,1,,1700,1700,583770
,Invoice,2/3/2021,16215,S/N W933Q701813 FINISHER,FCS - Foshan City State Essence,SAVIN,1,,0,0,583770
,Invoice,2/3/2021,16215,FINISHER,FCS - Foshan City State Essence,LANIER,1,,0,0,583770
,Invoice,2/3/2021,16215,FINISHER,FCS - Foshan City State Essence,RICOH,1,,0,0,583770
,Invoice,2/3/2021,16215,FINISHER,FCS - Foshan City State Essence,RICOH,1,,0,0,583770
,Invoice,2/3/2021,16215,,FCS - Foshan City State Essence,RICOH,1,,1700,1700,585470
