Type,Date,Num,Memo,Name,Item,Qty,U_M,Sales_Price,Amount,Balance
Credit Memo,10/22/2020,16020.0,Credit wire fees from 10/22/20 payment (applied to #16016),HZC,CREDIT,-1.0,,20.0,-20.0,-20.0
Credit Memo,10/30/2020,16044.0,Credit wire fee from 10/30/20 payment (applied to #16016),HZC,CREDIT,-1.0,,20.0,-20.0,49285.0
Credit Memo,11/4/2020,16056.0,Credit wire fees from 11/4/2020 payment (applied to #16050),HZC,CREDIT,-1.0,,15.0,-15.0,90795.0
Credit Memo,11/5/2020,16058.0,Credit wire fee from 11/5/2020 payment (applied to #16057),HZC,CREDIT,-1.0,,15.0,-15.0,90780.0
Credit Memo,11/12/2020,16084.0,Credit wire fee for 11/12/2020 payment (applied to #16050),HZC,CREDIT,-1.0,,15.0,-15.0,90765.0
Credit Memo,11/17/2020,16091.0,Credit wire fee from 11/17/2020 payment (applied to #16089),HZC,CREDIT,-1.0,,15.0,-15.0,161965.0
Credit Memo,11/24/2020,16102.0,Credit wire fee from 11/24/2020 payment (applied to #16101),HZC,CREDIT,-1.0,,15.0,-15.0,223390.0
Credit Memo,12/10/2020,16129.0,Credit wire fee from 12/10/2020 payment (applied to #16101),HZC,CREDIT,-1.0,,15.0,-15.0,286900.0
Credit Memo,12/14/2020,16133.0,Credit wire fee from 12/14/2020 payment (applied to 16131),HZC,CREDIT,-1.0,,15.0,-15.0,286885.0
Credit Memo,12/28/2020,16145.0,Credit wire fees from 12/28/2020 payment (applied to #16131),HZC,CREDIT,-1.0,,20.0,-20.0,357025.0
Credit Memo,1/11/2021,16171.0,Credit wire fee from 1/11/21 payment (applied to #16164),HZC,CREDIT,-1.0,,15.0,-15.0,407575.0
Credit Memo,1/21/2021,16192.0,Credit wire fee from 1/21/2021 payment (applied to #16182),HZC,CREDIT,-1.0,,20.0,-20.0,462885.0
Credit Memo,3/2/2021,16242.0,Credit wire fee from 3/2/2021 payment (applied to #16240),HZC,CREDIT,-1.0,,15.0,-15.0,536070.0
Credit Memo,3/11/2021,16252.0,Credit wire fee from 3/11/2021 payment (applied to #16240),HZC,CREDIT,-1.0,,15.0,-15.0,536475.0
Credit Memo,3/26/2021,16280.0,Credit wire fee from 3/26/21 payment (applied to #16276),HZC,CREDIT,-1.0,,20.0,-20.0,574260.0
Credit Memo,4/9/2021,16295.0,Credit wire fees from 4/9/2021 payment (applied to #16292,HZC,CREDIT,-1.0,,20.0,-20.0,574240.0
Credit Memo,4/22/2021,16312.0,Credit wire fee from 4/22/2021 payment (applied to #16292),HZC,CREDIT,-1.0,,15.0,-15.0,665120.0
Credit Memo,8/11/2021,16477.0,Credit wire fee from 8/11/2021 payment (applied to #16475),HZC,CREDIT,-1.0,,15.0,-15.0,665105.0
Credit Memo,8/27/2021,16500.0,Credit wire fees from 8/27/2021 payment (applied to #16475),HZC,CREDIT,-1.0,,15.0,-15.0,727370.0
Credit Memo,9/13/2021,16525.0,Credit wire fee from 9/13/2021 payment (applied to #16522),HZC,CREDIT,-1.0,,15.0,-15.0,727355.0
Credit Memo,10/8/2021,16570.0,Credit wire fees from 2 wire payments received on 10/8/21 (applied to #16552),HZC,CREDIT,-1.0,,30.0,-30.0,855685.0
Credit Memo,10/19/2021,16589.0,Credit wire fees from 10/19/2021 payment (applied to #16581),HZC,CREDIT,-1.0,,20.0,-20.0,916770.0
Credit Memo,11/3/2021,16624.0,Credit wire fees from 11/3/2021 payment (applied to #16610),HZC,CREDIT,-1.0,,15.0,-15.0,916755.0
Credit Memo,11/12/2021,16648.0,Credit wire fees from 11/12/2021 payment (applied to #16610),HZC,CREDIT,-1.0,,15.0,-15.0,952385.0
Credit Memo,11/18/2021,16652.0,Credit wire fees from 11/18/2021 payment (applied to #16649),HZC,CREDIT,-1.0,,12.0,-12.0,995713.0
Credit Memo,12/2/2021,16674.0,Credit wire fees from 12/2/2021 payment (applied to #16649),HZC,CREDIT,-1.0,,12.0,-12.0,995701.0
Credit Memo,12/8/2021,16683.0,Credit for wrong models on #16522 (IR4235 & BHC454e),HZC,CREDIT,-1.0,,435.0,-435.0,995266.0
Credit Memo,12/15/2021,16693.0,Credit wire fees from 12/15/2021 payment (applied to #16691),HZC,CREDIT,-1.0,,15.0,-15.0,995251.0
Credit Memo,12/29/2021,16715.0,Credit wire fees from 12/29/2021 payment (applied to new invoice),HZC,CREDIT,-1.0,,15.0,-15.0,1074396.0
Credit Memo,1/7/2022,16742.0,Credit wire fees from 1/6/2022 payment (applied to #16738),HZC,CREDIT,-1.0,,15.0,-15.0,1114571.0
Credit Memo,1/25/2022,16759.0,Credit wire fees from 1/25/2022 payment (applied to #16738),HZC,CREDIT,-1.0,,20.0,-20.0,1168636.0
Credit Memo,2/7/2022,16795.0,Credit wire fees from 2/7/2022 payment (applied to #16786),HZC,CREDIT,-1.0,,15.0,-15.0,1168621.0
Credit Memo,2/22/2022,16831.0,Credit wire fees from 2/22/2022 payment (applied to #16786),HZC,CREDIT,-1.0,,20.0,-20.0,1208171.0
Credit Memo,3/18/2022,16869.0,Credit wire fees from 3/18/2022 payment (applied to #16867),HZC,CREDIT,-1.0,,15.0,-15.0,1252811.0
Credit Memo,3/30/2022,16885.0,Credit wire fees from 3/30/2022 payment (applied to #16867),HZC,CREDIT,-1.0,,15.0,-15.0,1252796.0
Credit Memo,4/28/2022,16932.0,Credit wire fee from 4/28/2022 payment (applied to #16925),HZC,CREDIT,-1.0,,20.0,-20.0,1252776.0
Credit Memo,5/3/2022,16933.0,MPC5502 (not MPC4503) on #16786,HZC,CREDIT,-1.0,,250.0,-250.0,1252526.0
Credit Memo,5/3/2022,16933.0,Missing fiery on 2 Xerox 6204 and price correction for BH458 (not BHC458) on #16717,HZC,CREDIT,-1.0,,1025.0,-1025.0,1251501.0
Credit Memo,5/17/2022,16951.0,Credit MXM364 (received MXM314) $215 & missing print card for T2300 $250 - applied to #16925,HZC,CREDIT,-1.0,,465.0,-465.0,1286466.0
Credit Memo,5/20/2022,16963.0,Credit wire fee from 5/20/2022 payment (applied to #16925),HZC,CREDIT,-1.0,,20.0,-20.0,1286446.0
Credit Memo,5/26/2022,16971.0,Credit missing units from Inv #16738,HZC,CREDIT,-1.0,,655.0,-655.0,1285791.0
Credit Memo,6/24/2022,17004.0,Credit Ricoh 240W from #16610,HZC,CREDIT,-1.0,,200.0,-200.0,1285591.0
Credit Memo,6/24/2022,17004.0,Credit Oce PW550 (parts machine) from #16691,HZC,CREDIT,-1.0,,1650.0,-1650.0,1283941.0
Credit Memo,8/4/2022,17050.0,Credit wire fee from 8/4/2022 payment (applied to #17048),HZC,CREDIT,-1.0,,15.0,-15.0,1283926.0
Credit Memo,8/11/2022,17057.0,Credit damaged machines from Inv #16867 (applied to #17048),HZC,CREDIT,-1.0,,2050.0,-2050.0,1281876.0
Credit Memo,8/16/2022,17067.0,Credit wire fee from 8/16/2022 payment (applied to #17060),HZC,CREDIT,-1.0,,15.0,-15.0,1317151.0
Credit Memo,8/22/2022,17077.0,Credit wire fees from 8/22/2022 payment (applied to #17048),HZC,CREDIT,-1.0,,15.0,-15.0,1367866.0
Credit Memo,9/1/2022,17103.0,Credit wire fee from 9/1/2022 payment (applied to #17060),HZC,CREDIT,-1.0,,15.0,-15.0,1367851.0
Credit Memo,9/19/2022,17134.0,Credit wire fees from 9/19/2022 payment (applied to #17127),HZC,CREDIT,-1.0,,15.0,-15.0,1399766.0
Credit Memo,9/30/2022,17147.0,Credit wire fee from /30/2022 payment (applied to #17127),HZC,CREDIT,-1.0,,15.0,-15.0,1399751.0
Credit Memo,10/14/2022,17163.0,Credit wire fee from 10/14/2022 payment (applied to #17162),HZC,CREDIT,-1.0,,15.0,-15.0,1399736.0
Credit Memo,10/26/2022,17180.0,Credit wire fee from 10/26/22 payment (applied to #17162),HZC,CREDIT,-1.0,,15.0,-15.0,1432971.0
Credit Memo,1/12/2023,17270.0,Credit wire fees from 1/12/2023,HZC,CREDIT,-1.0,,15.0,-15.0,1432956.0
Credit Memo,1/23/2023,17278.0,Credit broken screen BH284e from #17048 (applied to #17267),HZC,CREDIT,-1.0,,50.0,-50.0,1475151.0
Credit Memo,1/23/2023,17279.0,Credit damaged machines/missing parts from #17060 (applied to #17267),HZC,CREDIT,-1.0,,1075.0,-1075.0,1474076.0
Credit Memo,1/30/2023,17289.0,Credit wire fee from 1/30/2023 payment (applied to #17267,HZC,CREDIT,-1.0,,15.0,-15.0,1474061.0
Credit Memo,2/9/2023,17304.0,Credit wire fee from 2/9/2023 (applied to #17301),HZC,CREDIT,-1.0,,15.0,-15.0,1474046.0
Credit Memo,2/24/2023,17324.0,Credit wire fees from 2/24/2023 payment (applied to #17301),HZC,CREDIT,-1.0,,15.0,-15.0,1507306.0
Credit Memo,3/21/2023,17363.0,Credit wire fees from 3/21/2023 (applied to #17360),HZC,CREDIT,-1.0,,15.0,-15.0,1507291.0
Credit Memo,4/4/2023,17385.0,Credit wire fees from 4/3/2023 payment (applied to #17360),HZC,CREDIT,-1.0,,15.0,-15.0,1540126.0
Credit Memo,5/8/2023,17425.0,Credit issues from #17267,HZC,CREDIT,-1.0,,820.0,-820.0,1539306.0
Credit Memo,6/27/2023,17514.0,Credit wire fee from 6/27/2023 payment (applied to #17504),HZC,CREDIT,-1.0,,18.0,-18.0,1577603.0
Credit Memo,7/6/2023,17515.0,Credit missing/damaged machines on Inv #17360,HZC,CREDIT,-1.0,,725.0,-725.0,1609268.0
Credit Memo,7/6/2023,17516.0,Credit missing board/fuser from Inv #17301 (applied to Inv #17505),HZC,CREDIT,-1.0,,125.0,-125.0,1609143.0
Credit Memo,7/13/2023,17523.0,Credit wire fee from 7/13/2023 payment (applied to #17505),HZC,CREDIT,-1.0,,18.0,-18.0,1609125.0
Credit Memo,8/2/2023,17561.0,Credit wire fee from 8/2/2023 payment (applied to #17559),HZC,CREDIT,-1.0,,18.0,-18.0,1627277.0
Credit Memo,8/14/2023,17582.0,Credit wire fee from 8/14/2023 payment (applied to #17574),HZC,CREDIT,-1.0,,18.0,-18.0,1627259.0
Credit Memo,8/29/2023,17605.0,Credit wire fees from 8/29/2023 payment (applied to #17574),HZC,CREDIT,-1.0,,18.0,-18.0,1652911.0
Credit Memo,9/8/2023,17618.0,Credit wire fee from  9/8/2023 payment (applied to #17617),HZC,CREDIT,-1.0,,18.0,-18.0,1652893.0
Credit Memo,9/21/2023,17637.0,Credit wire fee from 9/21/2023 payment (applied to #17617),HZC,CREDIT,-1.0,,18.0,-18.0,1676440.0
Credit Memo,10/9/2023,17657.0,Credit issues from Inv #17505,HZC,CREDIT,-1.0,,185.0,-185.0,1676255.0
Credit Memo,10/18/2023,17669.0,Credit wire fee from 10/18/2023 payment (applied to #17662),HZC,CREDIT,-1.0,,18.0,-18.0,1676237.0
Credit Memo,11/3/2023,17685.0,Credit wire fee from 11/3/2023 payment (applied to #17680),HZC,CREDIT,-1.0,,18.0,-18.0,1755098.0
Credit Memo,11/13/2023,17692.0,Credit missing fuser from Inv #17574 (applied to #17680),HZC,CREDIT,-1.0,,75.0,-75.0,1755023.0
Credit Memo,11/13/2023,17692.0,Credit missing machine WC5335 AE9897298 from #17559,HZC,CREDIT,-1.0,,100.0,-100.0,1754923.0
Credit Memo,11/20/2023,17702.0,Credit wire fees from 11/20/2023 payment (applied to #17680),HZC,CREDIT,-1.0,,18.0,-18.0,1754905.0
Credit Memo,12/5/2023,17715.0,Credit missing parts from 2 machines #17617,HZC,CREDIT,-1.0,,125.0,-125.0,1754780.0
Credit Memo,12/12/2023,17724.0,Credit wire fees from 12/12/2023 payment (applied to #17716),HZC,CREDIT,-1.0,,18.0,-18.0,1754762.0
Credit Memo,12/26/2023,17733.0,Credit wire fee from 12/26/2023 payment (applied to #17732),HZC,CREDIT,-1.0,,18.0,-18.0,1808819.0
Credit Memo,2/9/2024,17778.0,Credit missing fusers from Inv 17680,HZC,CREDIT,-1.0,,590.0,-590.0,1808229.0
Credit Memo,2/27/2024,17791.0,Credit wire fee from 2/27/2024 payment (applied to #17788),HZC,CREDIT,-1.0,,18.0,-18.0,1808211.0
Credit Memo,3/12/2024,17805.0,Credit wire fee from 3/12/2024 payment (applied to #17797),HZC,CREDIT,-1.0,,18.0,-18.0,1894073.0
Credit Memo,3/21/2024,17811.0,Credit wire fees from 3/21/2024 (applied to #17797),HZC,CREDIT,-1.0,,18.0,-18.0,1894055.0
Credit Memo,3/22/2024,17813.0,"Credit missing fusers from Inv #17732 (BH287, BH654e, BHC454e, MX5070)",HZC,CREDIT,-1.0,,245.0,-245.0,1893810.0
Credit Memo,5/21/2024,17872.0,Credit wire fee from 5/21/2024 payment (applied to #17864),HZC,CREDIT,-1.0,,15.0,-15.0,1912485.0
Credit Memo,5/22/2024,17873.0,Credit wire fee from 5/22/2024 payment (applied to #17864),HZC,CREDIT,-1.0,,15.0,-15.0,1912470.0
Credit Memo,6/10/2024,17890.0,Credit wire fee from 6/11/2024 payment (applied to #17864),HZC,CREDIT,-1.0,,15.0,-15.0,1912455.0
Credit Memo,6/13/2024,17896.0,Credit wire fee from 6/13/2024 payment (applied to #17891),HZC,CREDIT,-1.0,,15.0,-15.0,1957270.0
Credit Memo,6/21/2024,17906.0,Credit wire fee from 6/21/2024 payment (applied to #17902),HZC,CREDIT,-1.0,,15.0,-15.0,1991030.0
Credit Memo,6/26/2024,17907.0,Credit issues from Inv #17788 (IMC6500/MXM754/MX4071) - applied to #17902,HZC,CREDIT,-1.0,,255.0,-255.0,1990775.0
Credit Memo,7/1/2024,17911.0,Credit missing fuser from MP6503 on #17797 (applied to #17902),HZC,CREDIT,-1.0,,150.0,-150.0,1990625.0
Credit Memo,7/2/2024,17912.0,Credit wire fee from 7/2/2024 payment,HZC,CREDIT,-1.0,,15.0,-15.0,1990610.0
Credit Memo,7/16/2024,17921.0,Credit wire fee from 7/16/24 payment (applied to #17919),HZC,CREDIT,-1.0,,15.0,-15.0,2034335.0
Credit Memo,5/20/2021,16352.0,Credit wire fees (applied to #16344),INK Addict LTD,CREDIT,-1.0,,20.0,-20.0,6480.0
Credit Memo,3/28/2023,17375.0,Credit wire fee from 3/28/2023 payment (applied to #17358),INK Addict LTD,CREDIT,-1.0,,20.0,-20.0,58940.0
Credit Memo,12/30/2021,16725.0,Credit Peru container (applied to #16520),JAS,CREDIT,-1.0,,7200.0,-7200.0,87315.0
Credit Memo,12/30/2021,16726.0,Credit (payment for deck) applied to #16520,JAS,CREDIT,-1.0,,1400.0,-1400.0,85915.0
Credit Memo,12/30/2021,16727.0,Credit for Peru container machines (#16496),JAS,CREDIT,-1.0,,34250.0,-34250.0,51665.0
Credit Memo,9/14/2022,17124.0,Credit freight damage (#16701),JAS,CREDIT,-1.0,,200.0,-200.0,51465.0
Credit Memo,11/7/2022,17194.0,Credit JC Wholesale invoice #11012022 against open balances on #16704 & 17024,JC Wholesale,CREDIT,-1.0,,2725.0,-2725.0,7900.0
Credit Memo,4/18/2024,17832.0,Konica Minolta C1060 (trade in) applied to #17773,JC Wholesale,CREDIT,-1.0,,2250.0,-2250.0,40200.0
Credit Memo,4/18/2024,17832.0,freight for C1060,JC Wholesale,CREDIT,-1.0,,300.0,-300.0,39900.0
Credit Memo,3/16/2021,16263.0,Credit wire fee from 3/16/21 payment (applied to # 16257),JJ International FZC,CREDIT,-1.0,,40.0,-40.0,-40.0
Credit Memo,4/12/2021,16297.0,Credit wire fee from 4/12/21 payment (applied to #16257),JJ International FZC,CREDIT,-1.0,,40.0,-40.0,19870.0
Credit Memo,5/19/2021,16350.0,Credit wire fees from 5/19/2021 (applied to #16337),JJ International FZC,CREDIT,-1.0,,40.0,-40.0,19830.0
Credit Memo,6/17/2021,16384.0,Credit for damaged machines (applied to #16337),JJ International FZC,CREDIT,-1.0,,2000.0,-2000.0,32595.0
Credit Memo,6/22/2021,16399.0,Credit wire fee from 6/22/2021 payment (applied to #16337),JJ International FZC,CREDIT,-1.0,,30.0,-30.0,32565.0
Credit Memo,8/19/2022,17074.0,Credit wire fees from 8/19/2022 payment (applied to #17009),JJ International FZC,CREDIT,-1.0,,40.0,-40.0,47025.0
Credit Memo,10/13/2022,17262.0,Credit wire fees from 10/13/22 payment,JJ International FZC,CREDIT,-1.0,,40.0,-40.0,46985.0
Credit Memo,11/7/2022,17263.0,Credit wire fees from 11/7/2022 payment,JJ International FZC,CREDIT,-1.0,,40.0,-40.0,64245.0
Credit Memo,12/19/2022,17238.0,Credit wire fees from 12/19/2022 payment (applied to #17233),JJ International FZC,CREDIT,-1.0,,40.0,-40.0,64205.0
Credit Memo,12/23/2022,17247.0,Credit wire fees from 12/23/2022 payment (applied to #17233),JJ International FZC,CREDIT,-1.0,,40.0,-40.0,64165.0
Credit Memo,1/9/2023,17264.0,Credit wire fees from 1/9/23 payment,JJ International FZC,CREDIT,-1.0,,40.0,-40.0,135630.0
Credit Memo,3/9/2023,17348.0,Credit damaged/missing parts from Inv #17253 (see attached),JJ International FZC,CREDIT,-1.0,,2075.0,-2075.0,133555.0
Credit Memo,2/19/2021,16233.0,MPC306,JRD EXPORT,CREDIT,-2.0,,125.0,-250.0,16475.0
Credit Memo,2/19/2021,16233.0,MPC407,JRD EXPORT,CREDIT,-1.0,,25.0,-25.0,16450.0
Credit Memo,5/18/2021,16346.0,Credit TBC #16309 (deducted from JRD #51038),JRD EXPORT,CREDIT,-1.0,,4400.0,-4400.0,16450.0
Credit Memo,5/18/2021,16346.0,JRD #38945 (Brazil add on),JRD EXPORT,CREDIT,-1.0,,5495.0,-5495.0,10955.0
Credit Memo,5/18/2021,16346.0,2 Ricoh 9002,JRD EXPORT,CREDIT,-1.0,,3000.0,-3000.0,7955.0
Credit Memo,5/18/2021,16346.0,Credit TBC #16175 for parts machines,JRD EXPORT,CREDIT,-1.0,,125.0,-125.0,7830.0
Credit Memo,7/30/2021,16460.0,"Credit JRD for $2,305 carry over from old QB (amount was applied to previous invoice)",JRD EXPORT,CREDIT,-1.0,,2305.0,-2305.0,5525.0
Credit Memo,8/31/2022,17102.0,Credit (incorrect machine on previous order) - credit applied to Inv #17066,JRD EXPORT,CREDIT,-1.0,,940.0,-940.0,54035.0
Credit Memo,3/17/2023,17359.0,Credit from Peru deal (2021) - applied to current invoice #17343,JRD EXPORT,CREDIT,-1.0,,2580.0,-2580.0,96760.0
Credit Memo,12/11/2023,17720.0,"Credit tags #38449, 50, 51 from #17708 (damaged/broken) applied to 17708",JRD EXPORT,CREDIT,-1.0,,2500.0,-2500.0,246360.0
Credit Memo,2/13/2024,17780.0,Credit outstanding balance from Inv #17708 - deducted from Peru split,JRD EXPORT,CREDIT,-1.0,,1000.0,-1000.0,245360.0
